YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2011,NV,Nevada,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,20.2,,,1.2,17.8,22.6,"3,239",Female,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NV,Nevada,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,52.5,,,1.2,50.2,54.8,"5,468",Overall,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,African American,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,American Indian/Alaska Native,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.3,,,0.7,10.9,13.7,"4,037",Overall,All Races,Age 20 and Older,> 12th Grade,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.5,,,0.7,11.1,13.9,"3,926",Overall,All Races,Age 25 and Older,> 12th Grade,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.9,,,7.2,3.7,32.1,56,Overall,Asian/Pacific Islander,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.0,,,1.0,16.0,20.0,"2,680",Overall,All Races,45 to 64 Years,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.5,,,0.9,16.7,20.3,"3,793",Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.0,,,0.8,17.5,20.5,"5,909",Overall,White,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.4,,,0.7,18.0,20.8,"6,327",Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.4,,,1.2,18.1,22.7,"2,534",Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.7,,,3.0,15.8,27.6,217,Overall,All Races,18 to 24 Years,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.3,,,1.8,20.8,27.8,936,Female,All Races,18 to 44 Years,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.1,,,1.4,22.3,27.9,"1,748",Overall,All Races,Age 25 and Older,12th Grade,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.4,,,1.4,22.6,28.2,"1,792",Overall,All Races,Age 20 and Older,12th Grade,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.5,,,7.5,10.8,40.2,88,Overall,Hispanic,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,27.3,,,1.5,24.3,30.3,"1,377",Overall,All Races,25 to 44 Years,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,45.8,,,3.7,38.6,53.0,337,Overall,All Races,Age 25 and Older,< 12th Grade,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,49.0,,,3.6,42.0,56.0,347,Overall,All Races,Age 20 and Older,< 12th Grade,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,7.3,,,0.7,5.9,8.7,"1,969",Overall,All Races,65 Years and Older,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,60.8,,,1.5,57.8,63.8,"1,849",Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,60.1,,,1.2,57.7,62.5,"3,217",Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,59.3,,,1.8,55.7,62.9,"1,368",Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,50.6,,,3.2,44.4,56.8,453,Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,48.0,,,2.4,43.2,52.8,748,Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,45.5,,,3.7,38.2,52.8,295,Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,78.0,,,2.8,72.6,83.4,380,Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,79.0,,,1.7,75.6,82.4,965,Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,80.1,,,2.0,76.1,84.1,585,Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,19.9,,,2.0,15.9,23.9,585,Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,21.0,,,1.7,17.6,24.4,965,Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,22.0,,,2.8,16.6,27.4,380,Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,52.8,,,1.1,50.6,55.0,"3,793",Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.5,,,0.9,16.7,20.3,"3,793",Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.4,,,0.7,18.0,20.8,"6,327",Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,20.4,,,1.2,18.1,22.7,"2,534",Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,28.7,,,0.9,26.9,30.5,"3,793",Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,29.2,,,0.7,27.8,30.6,"6,327",Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,29.8,,,1.1,27.7,31.9,"2,534",Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,49.8,,,1.4,47.1,52.5,"2,534",Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,51.3,,,0.9,49.6,53.0,"6,327",Overall,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.2,,,1.5,18.2,24.2,"1,729",Overall,African American,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.8,,,7.3,8.5,37.1,57,Overall,American Indian/Alaska Native,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.9,,,0.5,11.9,13.9,"9,383",Overall,All Races,Age 25 and Older,> 12th Grade,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.0,,,0.5,12.0,14.0,"9,633",Overall,All Races,Age 20 and Older,> 12th Grade,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.5,,,1.2,12.1,16.9,"1,673",Overall,Hispanic,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.6,,,0.6,13.5,15.7,"9,269",Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.0,,,1.0,13.1,16.9,"2,625",Female,All Races,18 to 44 Years,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.8,,,0.5,15.9,17.7,"15,279",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.8,,,0.6,16.6,19.0,"10,754",Overall,White,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.9,,,0.7,16.6,19.2,"6,295",Overall,All Races,45 to 64 Years,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.1,,,0.8,17.5,20.7,"6,010",Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.0,,,2.1,15.8,24.2,515,Overall,All Races,18 to 24 Years,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.0,,,1.0,19.1,22.9,"3,903",Overall,All Races,Age 25 and Older,12th Grade,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.7,,,1.0,19.8,23.6,"4,004",Overall,All Races,Age 20 and Older,12th Grade,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.0,,,1.8,19.4,26.6,"1,107",Overall,All Races,Age 25 and Older,< 12th Grade,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.1,,,1.8,20.5,27.7,"1,146",Overall,All Races,Age 20 and Older,< 12th Grade,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.1,,,1.5,5.1,11.1,612,Overall,Asian/Pacific Islander,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.9,,,0.7,7.5,10.3,"4,354",Overall,All Races,65 Years and Older,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.0,,,0.9,17.2,20.8,"3,869",Overall,All Races,25 to 44 Years,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,59.4,,,1.4,56.7,62.1,"2,985",Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,60.5,,,0.9,58.7,62.3,"6,925",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,61.8,,,1.2,59.5,64.1,"3,940",Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.4,,,2.6,47.3,57.5,878,Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,53.3,,,1.9,49.6,57.0,"1,552",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,54.1,,,2.7,48.8,59.4,674,Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,66.1,,,1.9,62.3,69.9,"1,337",Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,67.6,,,1.5,64.6,70.6,"2,278",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,68.8,,,2.3,64.3,73.3,941,Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,31.2,,,2.3,26.7,35.7,941,Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,32.4,,,1.5,29.4,35.4,"2,278",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,33.9,,,1.9,30.1,37.7,"1,337",Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.6,,,0.6,13.5,15.7,"9,269",Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.8,,,0.5,15.9,17.7,"15,279",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.1,,,0.8,17.5,20.7,"6,010",Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,23.7,,,0.6,22.5,24.9,"9,269",Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,25.8,,,0.5,24.8,26.8,"15,279",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,28.0,,,0.8,26.4,29.6,"6,010",Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,52.8,,,1.0,50.9,54.7,"6,010",Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,57.4,,,0.6,56.2,58.6,"15,279",Overall,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,61.7,,,0.8,60.2,63.2,"9,269",Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
